"year","month","day","dep_time","dep_delay","arr_time","arr_delay","carrier","tailnum","flight","origin","dest","air_time","distance","hour","minute"
2014,1,23,1135,-5,1856,14,"DL","N3769L",2363,"PDX","DTW",245,1953,11,35
2014,1,23,1136,6,1352,7,"AS","N586AS",578,"PDX","SAN",122,933,11,36
2014,1,23,1137,-3,1355,-19,"B6","N784JB",107,"SEA","LGB",127,965,11,37
2014,1,23,1140,20,1507,12,"WN","N432WN",4738,"SEA","DEN",133,1024,11,40
2014,1,23,1141,-4,1905,10,"DL","N3763D",2424,"SEA","DTW",247,1927,11,41
2014,1,23,1142,7,1307,-8,"VX","N524VA",817,"PDX","SFO",73,550,11,42
2014,1,23,1145,0,1737,5,"AS","N307AS",656,"SEA","AUS",218,1770,11,45
2014,1,23,1147,-6,1236,-5,"OO","N294SW",5342,"SEA","PDX",36,129,11,47
2014,1,23,1150,-1,1401,-9,"OO","N613QX",4698,"PDX","LAX",110,834,11,50
2014,1,23,1151,19,1527,9,"US","N644AW",614,"SEA","PHX",142,1107,11,51
2014,1,23,1152,72,1710,85,"OO","N216AG",3468,"SEA","OMA",176,1368,11,52
2014,1,23,1153,-2,1744,7,"AS","N520AS",754,"SEA","STL",216,1709,11,53
2014,1,23,1154,64,1404,56,"OO","N217AG",3482,"SEA","SBA",114,908,11,54
2014,1,23,1154,-9,1819,4,"UA","N443UA",256,"SEA","IAH",224,1874,11,54
2014,1,23,1155,-11,1755,-10,"UA","N849UA",696,"PDX","IAH",220,1825,11,55
2014,1,23,1155,-4,1346,-19,"UA","N839UA",842,"SEA","SFO",92,679,11,55
2014,1,23,1159,3,1246,9,"OO","N568SW",5325,"PDX","RDM",34,116,11,59
2014,1,23,1200,1,1939,0,"DL","N717TW",1962,"SEA","ATL",251,2182,12,0
2014,1,23,1200,0,1538,8,"WN","N219WN",671,"PDX","PHX",129,1009,12,0
2014,1,23,1201,-9,1748,-7,"AA","N4XLAA",1568,"PDX","DFW",204,1616,12,1
2014,1,23,1202,-3,1812,-3,"AA","N3BUAA",1628,"SEA","ORD",228,1721,12,2
2014,1,23,1202,-3,1257,-3,"AS","N625AS",674,"SEA","GEG",42,224,12,2
2014,1,23,1205,0,1426,1,"WN","N241WN",1362,"SEA","LAS",122,867,12,5
2014,1,23,1212,46,1341,26,"OO","N917SW",6274,"PDX","SFO",75,550,12,12
2014,1,23,1217,-3,1410,-25,"AS","N799AS",312,"SEA","SFO",93,679,12,17
2014,1,23,1217,-8,1619,9,"AS","N549AS",648,"SEA","TUS",159,1216,12,17
2014,1,23,1217,12,1347,7,"WN","N922WN",478,"SEA","RNO",77,564,12,17
2014,1,23,1223,-2,1351,-14,"WN","N259WN",3740,"PDX","OAK",74,543,12,23
2014,1,23,1224,-11,1840,10,"AS","N309AS",22,"SEA","ORD",227,1721,12,24
2014,1,23,1230,-5,1406,-19,"UA","N418UA",353,"PDX","SFO",76,550,12,30
2014,1,23,1231,-4,1347,-8,"WN","N769SW",467,"PDX","SMF",64,479,12,31
2014,1,23,1232,17,1420,2,"AS","N617AS",324,"SEA","SJC",97,697,12,32
2014,1,23,1235,20,1431,11,"OO","N218AG",3454,"PDX","BUR",103,817,12,35
2014,1,23,1236,-4,1832,-13,"AS","N402AS",692,"SEA","SAT",218,1774,12,36
2014,1,23,1239,49,1504,43,"OO","N784SK",6371,"SEA","LAX",127,954,12,39
2014,1,23,1240,0,1619,-6,"WN","N340LV",106,"SEA","PHX",150,1107,12,40
2014,1,23,1242,-3,1507,-33,"AS","N423AS",113,"SEA","ANC",190,1448,12,42
2014,1,23,1248,-8,2050,2,"UA","N846UA",260,"SEA","IAD",282,2306,12,48
2014,1,23,1249,-6,1503,6,"AS","N597AS",622,"PDX","LAS",111,763,12,49
2014,1,23,1252,-8,2140,35,"DL","N624AG",182,"SEA","JFK",302,2422,12,52
2014,1,23,1253,-7,1825,8,"DL","N6712B",1950,"SEA","MSP",193,1399,12,53
2014,1,23,1255,-5,1832,14,"DL","N906DA",2164,"PDX","MSP",196,1426,12,55
2014,1,23,1255,5,1430,-5,"WN","N962WN",608,"SEA","SMF",81,605,12,55
2014,1,23,1257,-3,1532,-3,"AS","N403AS",554,"SEA","PSP",136,987,12,57
2014,1,23,1258,0,1537,0,"OO","N549CA",4800,"SEA","LAX",123,954,12,58
2014,1,23,1302,2,1836,21,"AS","N579AS",38,"SEA","MSP",199,1399,13,2
2014,1,23,1302,-3,1851,-2,"AS","N317AS",664,"SEA","DFW",206,1660,13,2
2014,1,23,1305,-5,1605,0,"DL","N373DA",2157,"SEA","SLC",98,689,13,5
2014,1,23,1308,-7,1519,-11,"B6","N646JB",1521,"PDX","LGB",118,846,13,8
2014,1,23,1309,-1,1501,-16,"UA","N68802",1268,"SEA","SFO",91,679,13,9
2014,1,23,1311,-4,1515,-19,"OO","N219AG",3478,"PDX","LGB",113,846,13,11
2014,1,23,1312,-8,2119,9,"US","N189UW",1897,"SEA","CLT",278,2279,13,12
2014,1,23,1313,-7,1640,15,"AS","N534AS",724,"SEA","SLC",120,689,13,13
2014,1,23,1315,-6,1405,-9,"OO","N294SW",5423,"PDX","SEA",36,129,13,15
2014,1,23,1320,20,1711,51,"WN","N261WN",1160,"PDX","DEN",135,991,13,20
2014,1,23,1321,-4,1945,10,"AA","N3ANAA",115,"PDX","ORD",236,1739,13,21
2014,1,23,1321,-1,2057,-2,"DL","N809DN",2368,"SEA","ATL",258,2182,13,21
2014,1,23,1322,-3,1603,-22,"AS","N612AS",123,"SEA","FAI",204,1533,13,22
2014,1,23,1328,-7,1549,-17,"OO","N224AG",3474,"SEA","LGB",129,965,13,28
2014,1,23,1331,1,1526,-4,"WN","N936WN",3030,"SEA","OAK",95,672,13,31
2014,1,23,1350,0,2012,22,"WN","N901WN",387,"SEA","MDW",238,1733,13,50
2014,1,23,1351,38,1533,31,"OO","N969SW",5580,"PDX","SFO",78,550,13,51
2014,1,23,1353,3,1537,5,"AS","N538AS",362,"SEA","SMF",85,605,13,53
2014,1,23,1354,34,1644,41,"DL","N372DA",2093,"PDX","SLC",92,630,13,54
2014,1,23,1358,38,2120,32,"DL","N381DN",970,"PDX","ATL",247,2172,13,58
2014,1,23,1359,-6,1626,-9,"AS","N706AS",532,"SEA","ONT",132,956,13,59
2014,1,23,1359,10,2003,0,"UA","N419UA",408,"SEA","IAH",225,1874,13,59
2014,1,23,1402,-3,1555,-12,"AS","N553AS",318,"SEA","SFO",95,679,14,2
2014,1,23,1406,16,1951,11,"AA","N3EXAA",2269,"SEA","DFW",203,1660,14,6
2014,1,23,1406,-4,2211,18,"AS","N523AS",2,"SEA","DCA",293,2329,14,6
2014,1,23,1409,-1,1648,-2,"AS","N796AS",486,"SEA","SAN",144,1050,14,9
2014,1,23,1409,-8,2017,12,"UA","N567UA",464,"PDX","ORD",230,1739,14,9
2014,1,23,1410,5,1745,10,"AS","N615AS",670,"SEA","DEN",132,1024,14,10
2014,1,23,1410,-10,2251,29,"B6","N587JB",598,"SEA","BOS",313,2496,14,10
2014,1,23,1411,1,1800,7,"AS","N419AS",652,"SEA","PHX",150,1107,14,11
2014,1,23,1415,90,1639,89,"OO","N170PQ",4741,"SEA","LAS",122,867,14,15
2014,1,23,1418,-2,2032,2,"AA","N3DNAA",125,"SEA","ORD",228,1721,14,18
2014,1,23,1418,-7,1655,-1,"AS","N548AS",516,"SEA","SNA",139,978,14,18
2014,1,23,1424,-1,1702,12,"AS","N546AS",454,"SEA","LAX",140,954,14,24
2014,1,23,1424,-6,1649,-1,"AS","N577AS",608,"SEA","LAS",126,867,14,24
2014,1,23,1424,13,2036,31,"UA","N78501",1525,"SEA","ORD",234,1721,14,24
2014,1,23,1425,-12,1801,-4,"F9","N908FR",140,"SEA","DEN",135,1024,14,25
2014,1,23,1431,6,1544,-1,"WN","N7739A",4125,"PDX","RNO",58,444,14,31
2014,1,23,1435,-5,1817,-7,"US","N153UW",873,"SEA","PHX",149,1107,14,35
2014,1,23,1435,-4,1522,-5,"OO","N294SW",5417,"SEA","PDX",34,129,14,35
2014,1,23,1442,22,1816,26,"WN","N961WN",2137,"SEA","DEN",141,1024,14,42
2014,1,23,1448,-2,1633,-22,"VX","N844VA",755,"SEA","SFO",94,679,14,48
2014,1,23,1448,3,1745,10,"WN","N364SW",988,"SEA","SLC",107,689,14,48
2014,1,23,1450,30,1613,28,"WN","N438WN",752,"PDX","SMF",66,479,14,50
2014,1,23,1451,-4,1540,-19,"AS","N767AS",67,"SEA","KTN",96,680,14,51
2014,1,23,1457,8,1828,19,"F9","N210FR",792,"PDX","DEN",135,991,14,57
2014,1,23,1509,-6,2031,5,"DL","N3764D",1770,"SEA","MSP",185,1399,15,9
2014,1,23,1509,-6,1838,-7,"US","N620AW",500,"PDX","PHX",135,1009,15,9
2014,1,23,1510,0,1844,4,"WN","N687SW",113,"PDX","PHX",138,1009,15,10
2014,1,23,1512,7,1728,6,"AS","N626AS",528,"SEA","BUR",125,937,15,12
2014,1,23,1515,-1,1856,10,"UA","N79402",1112,"SEA","DEN",141,1024,15,15
2014,1,23,1517,-18,2054,-16,"AA","N4XMAA",157,"PDX","DFW",192,1616,15,17
2014,1,23,1522,-8,2059,18,"DL","N319US",2430,"PDX","MSP",200,1426,15,22
2014,1,23,1525,-2,1700,-15,"UA","N833UA",639,"PDX","SFO",79,550,15,25
2014,1,23,1527,-8,1626,10,"OO","N585SW",5331,"PDX","RDM",40,116,15,27
2014,1,23,1529,4,1902,12,"UA","N24211",1062,"PDX","DEN",134,991,15,29
2014,1,23,1539,4,1808,-19,"AS","N756AS",101,"SEA","ANC",191,1448,15,39
2014,1,23,1541,-4,2123,-7,"AA","N3EPAA",2248,"SEA","DFW",205,1660,15,41
2014,1,23,1543,-7,1803,-2,"AS","N644AS",592,"PDX","SNA",122,859,15,43
2014,1,23,1548,3,2357,14,"AS","N433AS",14,"SEA","EWR",290,2402,15,48
2014,1,23,1556,-4,1748,-15,"AS","N303AS",322,"SEA","SJC",98,697,15,56
2014,1,23,1556,-4,1801,6,"AS","N611AS",338,"SEA","OAK",105,672,15,56
2014,1,23,1602,-6,1649,-11,"OO","N294SW",5404,"PDX","SEA",35,129,16,2
2014,1,23,1613,42,1828,43,"OO","N822SK",4688,"PDX","LAX",110,834,16,13
2014,1,23,1614,9,1752,7,"WN","N294WN",1071,"PDX","SJC",89,569,16,14
2014,1,23,1622,2,1809,-11,"WN","N287WN",20,"SEA","OAK",96,672,16,22
2014,1,23,1625,-5,1819,7,"AS","N524AS",402,"PDX","SJC",93,569,16,25
2014,1,23,1627,37,1847,43,"AS","N791AS",588,"PDX","PSP",124,873,16,27
2014,1,23,1633,-2,1857,-6,"AS","N519AS",466,"SEA","LAX",127,954,16,33
2014,1,23,1634,-1,1927,2,"DL","N680DA",1457,"SEA","SLC",98,689,16,34
2014,1,23,1635,-5,2016,-44,"AS","N565AS",867,"SEA","OGG",323,2640,16,35
2014,1,23,1641,-1,1932,7,"DL","N367NW",1194,"PDX","SLC",94,630,16,41
2014,1,23,1648,3,1923,4,"DL","N3744F",2449,"SEA","LAX",129,954,16,48
2014,1,23,1701,1,1921,-9,"VX","N848VA",796,"SEA","LAX",129,954,17,1
2014,1,23,1701,36,1856,21,"OO","N217AG",3494,"PDX","SBA",102,784,17,1
2014,1,23,1707,42,1913,42,"OO","N223AG",3462,"PDX","ONT",113,838,17,7
2014,1,23,1710,21,1941,14,"OO","N702SK",6527,"SEA","LAX",127,954,17,10
2014,1,23,1714,49,2058,53,"WN","N405WN",336,"SEA","PHX",147,1107,17,14
2014,1,23,1721,-7,1953,-6,"B6","N556JB",1007,"SEA","LGB",138,965,17,21
2014,1,23,1728,-2,1813,-9,"OO","N237SW",5417,"PDX","SEA",34,129,17,28
2014,1,23,1730,30,1909,34,"WN","N783SW",693,"PDX","OAK",85,543,17,30
2014,1,23,1732,-4,1942,-13,"OO","N548CA",4719,"PDX","LAX",108,834,17,32
2014,1,23,1732,-6,1824,-2,"OO","N294SW",5401,"SEA","PDX",33,129,17,32
2014,1,23,1737,-3,2129,-41,"AS","N557AS",815,"SEA","LIH",335,2701,17,37
2014,1,23,1738,-7,1955,-4,"AS","N320AS",562,"PDX","LAX",115,834,17,38
2014,1,23,1738,-7,2123,-9,"US","N650AW",414,"SEA","PHX",149,1107,17,38
2014,1,23,1744,-2,2137,-21,"DL","N586NW",2237,"SEA","HNL",329,2677,17,44
2014,1,23,1751,6,1956,7,"OO","N218AG",3488,"PDX","BUR",108,817,17,51
2014,1,23,1754,-6,2129,0,"US","N659AW",577,"PDX","PHX",137,1009,17,54
2014,1,23,1755,-10,1933,-12,"VX","N524VA",948,"PDX","SFO",82,550,17,55
2014,1,23,1756,-3,1939,-11,"OO","N924SW",5553,"PDX","SFO",84,550,17,56
2014,1,23,1801,-4,2031,-10,"OO","N613QX",4744,"SEA","LAX",129,954,18,1
2014,1,23,1809,-1,2114,10,"DL","N3731T",2150,"SEA","SLC",103,689,18,9
2014,1,23,1810,-5,2042,-18,"AS","N607AS",109,"SEA","ANC",195,1448,18,10
2014,1,23,1812,12,2106,26,"WN","N395SW",122,"PDX","SLC",102,630,18,12
2014,1,23,1822,-3,2048,-7,"AS","N508AS",464,"SEA","LAX",128,954,18,22
2014,1,23,1823,-2,2210,-45,"AS","N570AS",859,"SEA","HNL",329,2677,18,23
2014,1,23,1827,7,2020,-5,"UA","N35407",1173,"SEA","SFO",97,679,18,27
2014,1,23,1833,18,2023,8,"WN","N772SW",4193,"SEA","OAK",97,672,18,33
2014,1,23,1834,-6,2201,-54,"AS","N586AS",863,"PDX","OGG",315,2562,18,34
2014,1,23,1835,-5,2050,-13,"OO","N689CA",4745,"SEA","LAS",122,867,18,35
2014,1,23,1836,1,1933,-8,"AS","N769AS",69,"SEA","KTN",101,680,18,36
2014,1,23,1840,-5,2114,-6,"AS","N559AS",480,"SEA","SAN",139,1050,18,40
2014,1,23,1840,5,2053,-2,"WN","N941WN",3302,"SEA","LAS",119,867,18,40
2014,1,23,1842,-3,2116,-1,"AS","N614AS",510,"SEA","SNA",136,978,18,42
2014,1,23,1843,-2,2037,-8,"AS","N778AS",302,"SEA","SFO",100,679,18,43
2014,1,23,1849,-1,2109,2,"AS","N440AS",616,"SEA","LAS",122,867,18,49
2014,1,23,1850,-5,2057,2,"AS","N627AS",620,"PDX","LAS",114,763,18,50
2014,1,23,1850,-5,2241,1,"AS","N319AS",630,"SEA","PHX",149,1107,18,50
2014,1,23,1850,-9,2046,-2,"OO","N918SW",5559,"PDX","SFO",84,550,18,50
2014,1,23,1851,-14,1935,-18,"OO","N237SW",5424,"SEA","PDX",33,129,18,51
2014,1,23,1852,-3,2048,12,"AS","N538AS",381,"SEA","SMF",92,605,18,52
2014,1,23,1857,22,2035,20,"WN","N252WN",719,"PDX","OAK",81,543,18,57
2014,1,23,1859,-1,2028,8,"WN","N458WN",747,"PDX","SMF",73,479,18,59
2014,1,23,1902,-3,2058,-12,"VX","N851VA",759,"SEA","SFO",99,679,19,2
2014,1,23,1904,-6,1950,-12,"OO","N585SW",5305,"PDX","SEA",33,129,19,4
2014,1,23,1905,-15,2237,-3,"F9","N949FR",794,"PDX","DEN",133,991,19,5
2014,1,23,1910,0,2043,-17,"AS","N619AS",379,"PDX","SFO",78,550,19,10
2014,1,23,1913,53,2249,54,"OO","N216AG",3498,"SEA","COS",140,1068,19,13
2014,1,23,1915,0,2121,6,"WN","N216WR",386,"PDX","LAS",110,763,19,15
2014,1,23,1924,-6,2307,5,"AS","N617AS",672,"SEA","DEN",140,1024,19,24
2014,1,23,1924,-7,2131,-14,"OO","N908SW",6367,"SEA","SFO",107,679,19,24
2014,1,23,1931,-4,2202,9,"AS","N618AS",520,"SEA","BUR",132,937,19,31
2014,1,23,1937,-8,2206,-4,"OO","N978SW",6250,"PDX","LAX",125,834,19,37
2014,1,23,1937,7,2130,-15,"WN","N340LV",601,"SEA","SJC",102,697,19,37
2014,1,23,1938,-12,2216,-34,"AS","N597AS",137,"PDX","ANC",201,1542,19,38
2014,1,23,1938,-2,2215,5,"AS","N556AS",476,"SEA","LAX",129,954,19,38
2014,1,23,1943,-2,2207,-9,"AS","N613AS",518,"SEA","SNA",132,978,19,43
2014,1,23,1945,8,2317,15,"F9","N205FR",142,"SEA","DEN",134,1024,19,45
2014,1,23,1949,-6,2222,-33,"AS","N625AS",129,"SEA","FAI",199,1533,19,49
2014,1,23,1955,-5,2046,-16,"AS","N793AS",694,"SEA","GEG",39,224,19,55
2014,1,23,2005,10,2149,10,"AS","N531AS",404,"PDX","SJC",88,569,20,5
2014,1,23,2008,-7,2203,-11,"OO","N224AG",3490,"SEA","FAT",101,748,20,8
2014,1,23,2013,-2,2237,-23,"AS","N431AS",111,"SEA","ANC",189,1448,20,13
2014,1,23,2015,-5,2349,-10,"AS","N534AS",632,"SEA","PHX",142,1107,20,15
2014,1,23,2018,23,2202,17,"WN","N965WN",741,"SEA","SMF",92,605,20,18
2014,1,23,2026,-4,2226,-2,"AS","N549AS",226,"SEA","SJC",103,697,20,26
2014,1,23,2028,22,2214,24,"UA","N27205",1458,"PDX","SFO",83,550,20,28
2014,1,23,2028,-2,2204,-16,"WN","N230WN",764,"PDX","SJC",86,569,20,28
2014,1,23,2044,-1,2301,-1,"AS","N506AS",574,"PDX","SAN",124,933,20,44
2014,1,23,2053,-7,2149,1,"OO","N585SW",5433,"SEA","PDX",35,129,20,53
2014,1,23,2105,0,2343,2,"AS","N306AS",488,"SEA","SAN",141,1050,21,5
2014,1,23,2107,-5,2332,-22,"UA","N38443",1603,"SEA","ANC",189,1448,21,7
2014,1,23,2113,-2,2337,4,"AS","N413AS",618,"SEA","LAS",127,867,21,13
2014,1,23,2123,-2,2320,-20,"AS","N706AS",300,"SEA","SFO",101,679,21,23
2014,1,23,2126,-4,5,-18,"AS","N435AS",731,"SEA","ANC",184,1448,21,26
2014,1,23,2131,8,557,33,"B6","N640JB",1206,"PDX","JFK",305,2454,21,31
2014,1,23,2136,-4,2322,-4,"AS","N588AS",372,"SEA","SMF",86,605,21,36
2014,1,23,2139,9,2344,17,"AS","N419AS",358,"SEA","OAK",100,672,21,39
2014,1,23,2140,0,8,-2,"AS","N548AS",450,"SEA","LAX",127,954,21,40
2014,1,23,2141,-4,612,25,"B6","N517JB",264,"SEA","JFK",304,2422,21,41
2014,1,23,2149,-11,18,-40,"AS","N403AS",117,"SEA","ANC",192,1448,21,49
2014,1,23,2149,-4,554,-6,"UA","N492UA",371,"SEA","EWR",289,2402,21,49
2014,1,23,2158,-7,621,-1,"AS","N512AS",24,"SEA","BOS",301,2496,21,58
2014,1,23,2211,-14,58,-27,"AS","N562AS",145,"PDX","ANC",208,1542,22,11
2014,1,23,2216,-9,2256,-8,"OO","N585SW",5353,"PDX","EUG",28,106,22,16
2014,1,23,2219,-6,609,5,"US","N673AW",462,"PDX","CLT",275,2282,22,19
2014,1,23,2221,-4,2305,3,"OO","N237SW",5440,"PDX","RDM",36,116,22,21
2014,1,23,2222,-8,2331,-7,"OO","N294SW",5437,"PDX","LMT",53,241,22,22
2014,1,23,2226,1,627,19,"US","N180US",1944,"SEA","CLT",280,2279,22,26
2014,1,23,2235,-10,604,-11,"DL","N6709",2188,"SEA","ATL",254,2182,22,35
2014,1,23,2236,-9,608,-2,"DL","N398DA",503,"PDX","ATL",257,2172,22,36
2014,1,23,2255,-10,139,-19,"AS","N611AS",125,"SEA","FAI",204,1533,22,55
2014,1,23,2256,-4,1,4,"AS","N799AS",698,"SEA","GEG",40,224,22,56
2014,1,23,2258,-2,135,-23,"AS","N307AS",103,"SEA","ANC",192,1448,22,58
2014,1,23,2300,5,707,11,"DL","N706TW",1542,"SEA","JFK",287,2422,23,0
2014,1,23,2314,69,743,63,"AA","N5CNAA",1070,"SEA","MIA",311,2724,23,14
2014,1,23,2320,0,510,10,"AA","N3HDAA",1230,"SEA","DFW",212,1660,23,20
2014,1,23,2320,0,634,4,"DL","N659DL",2357,"SEA","DTW",233,1927,23,20
2014,1,23,2346,-4,211,-37,"AS","N765AS",121,"SEA","ANC",192,1448,23,46
2014,1,23,NA,NA,NA,NA,"UA","",235,"PDX","IAH",NA,1825,NA,NA
2014,1,24,36,6,551,13,"DL","N644DL",874,"SEA","MSP",180,1399,0,36
2014,1,24,516,-4,851,0,"US","N552UW",649,"PDX","PHX",139,1009,5,16
2014,1,24,517,-3,907,2,"US","N631AW",460,"SEA","PHX",147,1107,5,17
2014,1,24,518,-12,735,-9,"OO","N593ML",5268,"SEA","SFO",110,679,5,18
2014,1,24,535,-5,916,8,"UA","N33286",1139,"PDX","DEN",138,991,5,35
2014,1,24,540,-5,913,-6,"UA","N559UA",328,"SEA","DEN",128,1024,5,40
2014,1,24,551,-9,739,-4,"AS","N796AS",406,"PDX","SJC",93,569,5,51
2014,1,24,552,-8,1203,13,"AA","N3AKAA",1094,"SEA","DFW",208,1660,5,52
2014,1,24,552,-8,801,-1,"AS","N440AS",200,"SEA","SJC",107,697,5,52
2014,1,24,554,-6,929,4,"F9","N209FR",796,"PDX","DEN",139,991,5,54
2014,1,24,555,-5,1159,1,"UA","N576UA",235,"PDX","IAH",213,1825,5,55
2014,1,24,556,-4,817,-28,"AS","N519AS",81,"SEA","ANC",186,1448,5,56
2014,1,24,556,-4,1322,-7,"DL","N3730B",2482,"PDX","ATL",251,2172,5,56
2014,1,24,557,-8,802,-3,"AS","N760AS",344,"SEA","OAK",106,672,5,57
2014,1,24,557,-3,846,-2,"DL","N6701",1831,"PDX","SLC",94,630,5,57
2014,1,24,559,-1,815,-2,"AS","N318AS",604,"SEA","LAS",120,867,5,59
2014,1,24,559,-1,927,-8,"WN","N275WN",1927,"PDX","PHX",135,1009,5,59
2014,1,24,559,-5,1153,-1,"UA","N529UA",732,"SEA","ORD",216,1721,5,59
2014,1,24,600,0,743,-1,"UA","N36469",1446,"PDX","SFO",86,550,6,0
2014,1,24,601,-4,1409,NA,"UA","N434UA",646,"PDX","ORD",NA,1739,6,1
2014,1,24,602,-3,939,1,"F9","N221FR",358,"SEA","DEN",135,1024,6,2
2014,1,24,609,-1,814,-1,"AS","N612AS",308,"SEA","SFO",108,679,6,9
2014,1,24,609,-1,856,12,"AS","N579AS",426,"SEA","LAX",136,954,6,9
2014,1,24,610,-5,859,1,"AS","N546AS",494,"SEA","SAN",144,1050,6,10
2014,1,24,610,5,1217,1,"UA","N38443",1101,"SEA","IAH",224,1874,6,10
2014,1,24,613,-7,1214,9,"AA","N4YPAA",1650,"PDX","DFW",207,1616,6,13
2014,1,24,613,-7,819,-6,"VX","N530VA",751,"SEA","SFO",107,679,6,13
2014,1,24,615,15,931,28,"DL","N680DA",1634,"SEA","SLC",94,689,6,15
2014,1,24,628,-2,1435,25,"DL","N643DL",968,"SEA","ATL",250,2182,6,28
2014,1,24,629,-1,917,2,"WN","N905WN",3156,"PDX","SLC",94,630,6,29
2014,1,24,630,5,1003,3,"WN","N964WN",1631,"SEA","DEN",136,1024,6,30
2014,1,24,631,-4,900,3,"OO","N616QX",4692,"PDX","LAX",117,834,6,31
2014,1,24,634,-6,1223,-1,"AS","N407AS",668,"SEA","DFW",207,1660,6,34
2014,1,24,634,-1,1013,13,"WN","N768SW",419,"PDX","DEN",137,991,6,34
2014,1,24,634,-1,818,-2,"WN","N657SW",563,"SEA","SMF",87,605,6,34
2014,1,24,635,-5,912,12,"AS","N442AS",232,"PDX","SAN",136,933,6,35
2014,1,24,635,20,920,33,"AS","N589AS",524,"SEA","SNA",141,978,6,35
2014,1,24,635,0,1244,9,"WN","N433LV",1809,"SEA","MDW",226,1733,6,35
2014,1,24,636,-4,1248,13,"WN","N703SW",173,"PDX","MDW",238,1751,6,36
2014,1,24,637,-3,853,6,"OO","N219AG",3456,"PDX","BUR",116,817,6,37
2014,1,24,638,-2,1025,17,"AS","N577AS",646,"PDX","PHX",137,1009,6,38
2014,1,24,639,-6,905,1,"AS","N408AS",560,"PDX","LAX",122,834,6,39
2014,1,24,641,41,1255,45,"AA","N3DWAA",2240,"SEA","ORD",223,1721,6,41
2014,1,24,645,-5,1029,6,"AS","N520AS",682,"SEA","DEN",135,1024,6,45
2014,1,24,647,-3,817,2,"WN","N277WN",1181,"PDX","SMF",74,479,6,47
2014,1,24,650,-5,934,9,"AS","N431AS",470,"SEA","LAX",130,954,6,50
2014,1,24,650,-10,834,-6,"VX","N631VA",84,"PDX","SFO",89,550,6,50
2014,1,24,651,-4,1204,-6,"AS","N453AS",36,"SEA","MSP",175,1399,6,51
2014,1,24,652,-8,1023,-52,"AS","N536AS",833,"PDX","HNL",313,2603,6,52
2014,1,24,654,-6,924,7,"AS","N644AS",582,"PDX","SNA",135,859,6,54
2014,1,24,654,-6,915,-2,"B6","N566JB",1121,"PDX","LGB",122,846,6,54
2014,1,24,654,-10,849,-10,"UA","N76523",1217,"PDX","SFO",93,550,6,54
2014,1,24,657,-3,1319,9,"AA","N3BBAA",2218,"PDX","ORD",235,1739,6,57
2014,1,24,657,-3,1010,5,"AS","N303AS",726,"SEA","SLC",99,689,6,57
2014,1,24,657,-8,1230,6,"DL","N964DN",2090,"PDX","MSP",182,1426,6,57
2014,1,24,659,-6,917,-6,"OO","N218AG",3460,"PDX","ONT",117,838,6,59
2014,1,24,659,-1,1509,4,"UA","N522UA",583,"PDX","EWR",289,2434,6,59
2014,1,24,700,-5,1419,0,"DL","N378DA",822,"SEA","DTW",225,1927,7,0
2014,1,24,701,-4,NA,NA,"AS","N786AS",65,"SEA","KTN",NA,680,7,1
2014,1,24,703,-2,935,13,"AS","N552AS",606,"SEA","LAS",120,867,7,3
2014,1,24,703,-2,945,10,"VX","N621VA",1780,"SEA","LAX",132,954,7,3
2014,1,24,703,-2,1300,10,"WN","N555LV",1987,"SEA","MKE",207,1694,7,3
2014,1,24,704,-6,1519,3,"DL","N711ZX",2258,"PDX","JFK",286,2454,7,4
2014,1,24,705,-5,950,9,"OO","N217AG",3472,"SEA","LGB",133,965,7,5
2014,1,24,706,-9,927,9,"AS","N524AS",626,"PDX","LAS",113,763,7,6
2014,1,24,707,-3,931,16,"AS","N560AS",332,"SEA","SJC",114,697,7,7
2014,1,24,707,7,1231,17,"DL","N3754A",2314,"SEA","MSP",171,1399,7,7
2014,1,24,708,-7,920,23,"AS","N565AS",805,"SEA","SMF",86,605,7,8
2014,1,24,708,-12,1049,-46,"AS","N566AS",855,"PDX","KOA",314,2607,7,8
2014,1,24,708,-7,901,1,"WN","N240WN",380,"PDX","SJC",89,569,7,8
2014,1,24,709,-1,1022,10,"DL","N369NB",2397,"SEA","SLC",94,689,7,9
2014,1,24,712,-8,931,2,"AS","N423AS",222,"SEA","SFO",108,679,7,12
2014,1,24,714,4,1327,22,"AA","N3DJAA",1308,"SEA","DFW",217,1660,7,14
2014,1,24,716,-4,1115,10,"AS","N708AS",642,"SEA","PHX",151,1107,7,16
2014,1,24,716,-4,1530,3,"DL","N722TW",418,"SEA","JFK",280,2422,7,16
2014,1,24,716,-7,1105,13,"OO","N988CA",6219,"PDX","DEN",144,991,7,16
2014,1,24,719,-6,912,-13,"AS","N755AS",244,"PDX","SFO",88,550,7,19
2014,1,24,719,-6,1013,18,"AS","N317AS",478,"SEA","LAX",135,954,7,19
2014,1,24,722,22,1012,31,"OO","N816SK",4597,"SEA","LAX",130,954,7,22
2014,1,24,724,-1,1016,14,"AS","N795AS",240,"SEA","SAN",146,1050,7,24
2014,1,24,729,4,824,6,"OO","N294SW",5379,"PDX","SEA",40,129,7,29
2014,1,24,732,17,1638,69,"AA","N3BXAA",236,"SEA","JFK",291,2422,7,32
2014,1,24,734,-1,1013,15,"AS","N791AS",530,"SEA","ONT",135,956,7,34
